EmployeeLeave,StartDateLeave,EndDateLeave,date_work,WorkHours,TimeSheetTransactionID,Check_DATA
BSR11986,2023-06-26,2023-06-26,2023-06-26,1.1,BSR11986-P4C-845103,TRUE
BSR11986,2023-06-26,2023-06-26,2023-06-26,2.5,BSR11986-P8B-745103,TRUE
BSR11986,2023-06-26,2023-06-26,2023-06-26,2.3,BSR11986-P8B-845103,TRUE
BSR11986,2023-06-26,2023-06-26,2023-06-26,1.4,BSR11986-P9A-745103,TRUE
BSR11986,2023-06-26,2023-06-26,2023-06-26,1.6,BSR11986-P9A-845103,TRUE
BSR11986,2023-07-03,2023-07-03,2023-07-03,2,BSR11986-P4C-745110,TRUE
BSR11986,2023-07-03,2023-07-03,2023-07-03,1.1,BSR11986-P4C-845110,TRUE
BSR11986,2023-07-03,2023-07-03,2023-07-03,0.9,BSR11986-P7B-745110,TRUE
BSR11986,2023-07-03,2023-07-03,2023-07-03,0.5,BSR11986-P7B-845110,TRUE
BSR11986,2023-07-03,2023-07-03,2023-07-03,0.7,BSR11986-P8B-745110,TRUE
BSR11986,2023-07-03,2023-07-03,2023-07-03,1,BSR11986-P8B-845110,TRUE
BSR11986,2023-07-03,2023-07-03,2023-07-03,1.2,BSR11986-P9B-745110,TRUE
BSR11986,2023-07-03,2023-07-03,2023-07-03,1.3,BSR11986-P9B-845110,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,0.8,BSR11986-P4C-745163,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,1.1,BSR11986-P4C-845163,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,0.6,BSR11986-P5E-745163,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,0.9,BSR11986-P7B-745163,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,1.7,BSR11986-P7B-845163,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,0.7,BSR11986-P8B-745163,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,1.4,BSR11986-P8B-845163,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,0.5,BSR11986-P9B-745163,TRUE
BSR11986,2023-08-25,2023-08-25,2023-08-25,0.8,BSR11986-P9B-845163,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,1.3,BSR11986-P4C-745174,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,1.1,BSR11986-P4C-845174,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,1.1,BSR11986-P5E-745174,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,1.5,BSR11986-P7B-745174,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,1.7,BSR11986-P7B-845174,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,1.5,BSR11986-P8B-745174,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,1.4,BSR11986-P8B-845174,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,1,BSR11986-P9B-745174,TRUE
BSR11986,2023-09-05,2023-09-05,2023-09-05,0.9,BSR11986-P9B-845174,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,1.6,BSR11986-P4C-745176,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,0.7,BSR11986-P4C-845176,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,1,BSR11986-P5E-745176,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,0.6,BSR11986-P7B-745176,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,1.8,BSR11986-P7B-845176,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,0.9,BSR11986-P8B-745176,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,1.5,BSR11986-P8B-845176,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,1.7,BSR11986-P9B-745176,TRUE
BSR11986,2023-09-07,2023-09-07,2023-09-07,1,BSR11986-P9B-845176,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,1.3,BSR11986-P4C-745181,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,0.9,BSR11986-P4C-845181,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,0.8,BSR11986-P5E-745181,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,1.4,BSR11986-P7B-745181,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,1.8,BSR11986-P7B-845181,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,1.7,BSR11986-P8B-745181,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,1.7,BSR11986-P8B-845181,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,0.8,BSR11986-P9B-745181,TRUE
BSR11986,2023-09-12,2023-09-12,2023-09-12,0.7,BSR11986-P9B-845181,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,0.9,BSR11986-P4C-745183,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,0.8,BSR11986-P4C-845183,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,0.8,BSR11986-P5E-745183,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,0.8,BSR11986-P7B-745183,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,1.4,BSR11986-P7B-845183,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,0.4,BSR11986-P8B-745183,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,1.7,BSR11986-P8B-845183,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,1.6,BSR11986-P9B-745183,TRUE
BSR11986,2023-09-14,2023-09-14,2023-09-14,1.3,BSR11986-P9B-845183,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,0.9,BSR11986-P4C-745189,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,0.7,BSR11986-P4C-845189,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,1.8,BSR11986-P5E-745189,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,1.7,BSR11986-P7B-745189,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,1.8,BSR11986-P7B-845189,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,1.3,BSR11986-P8B-745189,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,1,BSR11986-P8B-845189,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,1.4,BSR11986-P9B-745189,TRUE
BSR11986,2023-09-20,2023-09-20,2023-09-20,0.4,BSR11986-P9B-845189,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,1.7,BSR11986-P4C-745191,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,1.7,BSR11986-P4C-845191,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,1.5,BSR11986-P5E-745191,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,0.6,BSR11986-P7B-745191,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,1.1,BSR11986-P7B-845191,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,0.7,BSR11986-P8B-745191,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,0.6,BSR11986-P8B-845191,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,1.5,BSR11986-P9B-745191,TRUE
BSR11986,2023-09-22,2023-09-22,2023-09-22,1.8,BSR11986-P9B-845191,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,1.7,BSR11986-P4C-745219,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,0.4,BSR11986-P4C-845219,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,1.1,BSR11986-P5E-745219,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,0.9,BSR11986-P7B-745219,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,0.4,BSR11986-P7B-845219,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,1.6,BSR11986-P8C-745219,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,0.5,BSR11986-P8C-845219,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,1.6,BSR11986-P9B-745219,TRUE
BSR11986,2023-10-20,2023-10-20,2023-10-20,1.5,BSR11986-P9B-845219,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,0.8,BSR11986-P4C-745251,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,1.8,BSR11986-P4C-845251,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,0.4,BSR11986-P5E-745251,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,0.7,BSR11986-P7B-745251,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,1.5,BSR11986-P7B-845251,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,1.1,BSR11986-P8C-745251,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,1,BSR11986-P8C-845251,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,1.1,BSR11986-P9B-745251,TRUE
BSR11986,2023-11-21,2023-11-21,2023-11-21,1.4,BSR11986-P9B-845251,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,1.5,BSR11986-P4C-745264,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,0.7,BSR11986-P4C-845264,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,1.7,BSR11986-P5E-745264,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,0.6,BSR11986-P7B-745264,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,0.4,BSR11986-P7B-845264,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,1,BSR11986-P8C-745264,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,1.8,BSR11986-P8C-845264,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,1.7,BSR11986-P9B-745264,TRUE
BSR11986,2023-12-04,2023-12-04,2023-12-04,1.4,BSR11986-P9B-845264,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,1.4,BSR11986-P4C-745265,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,1.8,BSR11986-P4C-845265,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,0.6,BSR11986-P5E-745265,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,0.4,BSR11986-P7B-745265,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,1.6,BSR11986-P7B-845265,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,1.4,BSR11986-P8C-745265,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,0.8,BSR11986-P8C-845265,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,1,BSR11986-P9B-745265,TRUE
BSR11986,2023-12-05,2023-12-05,2023-12-05,1.8,BSR11986-P9B-845265,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,1.6,BSR11986-P4C-745273,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,0.8,BSR11986-P4C-845273,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,1.2,BSR11986-P5E-745273,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,1.2,BSR11986-P7B-745273,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,0.7,BSR11986-P7B-845273,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,0.8,BSR11986-P8C-745273,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,0.9,BSR11986-P8C-845273,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,1.2,BSR11986-P9B-745273,TRUE
BSR11986,2023-12-13,2023-12-13,2023-12-13,1.5,BSR11986-P9B-845273,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,1.3,BSR11986-P4C-745279,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,0.7,BSR11986-P4C-845279,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,0.9,BSR11986-P5E-745279,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,1.1,BSR11986-P7B-745279,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,1.3,BSR11986-P7B-845279,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,1.3,BSR11986-P8C-745279,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,1.7,BSR11986-P8C-845279,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,0.4,BSR11986-P9B-745279,TRUE
BSR11986,2023-12-19,2023-12-19,2023-12-19,1.1,BSR11986-P9B-845279,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,0.5,BSR11986-P4C-745282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,0.6,BSR11986-P4C-845282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,0.5,BSR11986-P5E-745282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,1.8,BSR11986-P7B-745282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,0.7,BSR11986-P7B-845282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,1,BSR11986-P8C-745282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,1.7,BSR11986-P8C-845282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,0.4,BSR11986-P9B-745282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-22,1.4,BSR11986-P9B-845282,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,1,BSR11986-P4C-745285,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,1.1,BSR11986-P4C-845285,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,0.5,BSR11986-P5E-745285,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,0.8,BSR11986-P7B-745285,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,1,BSR11986-P7B-845285,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,1,BSR11986-P8C-745285,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,0.5,BSR11986-P8C-845285,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,0.6,BSR11986-P9B-745285,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-25,1.3,BSR11986-P9B-845285,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,1.7,BSR11986-P4C-745286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,1.7,BSR11986-P4C-745286,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,0.8,BSR11986-P4C-845286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,0.8,BSR11986-P4C-845286,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,0.6,BSR11986-P5E-745286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,0.6,BSR11986-P5E-745286,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,1.4,BSR11986-P7B-745286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,1.4,BSR11986-P7B-745286,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,0.9,BSR11986-P7B-845286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,0.9,BSR11986-P7B-845286,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,1.8,BSR11986-P8C-745286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,1.8,BSR11986-P8C-745286,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,0.5,BSR11986-P8C-845286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,0.5,BSR11986-P8C-845286,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,0.6,BSR11986-P9B-745286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,0.6,BSR11986-P9B-745286,TRUE
BSR11986,2023-12-26,2023-12-26,2023-12-26,0.5,BSR11986-P9B-845286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-26,0.5,BSR11986-P9B-845286,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,1.6,BSR11986-P4C-745287,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,0.7,BSR11986-P4C-845287,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,1,BSR11986-P5E-745287,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,1.7,BSR11986-P7B-745287,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,1.4,BSR11986-P7B-845287,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,1.2,BSR11986-P8C-745287,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,0.7,BSR11986-P8C-845287,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,1.8,BSR11986-P9B-745287,TRUE
BSR11986,2023-12-22,2023-12-27,2023-12-27,0.6,BSR11986-P9B-845287,TRUE
CMD11997,2024-02-22,2024-02-22,2024-02-22,4.2,CMD11997-P4D-1345344,TRUE
CMD11997,2024-02-22,2024-02-22,2024-02-22,6.9,CMD11997-P4D-1445344,TRUE
CMD11997,2024-02-23,2024-02-23,2024-02-23,3,CMD11997-P4D-1345345,TRUE
CMD11997,2024-02-23,2024-02-23,2024-02-23,5.6,CMD11997-P4D-1445345,TRUE
CMD11997,2024-03-26,2024-03-26,2024-03-26,1.7,CMD11997-P12B-1345377,TRUE
CMD11997,2024-03-26,2024-03-26,2024-03-26,0.8,CMD11997-P12B-1445377,TRUE
CMD11997,2024-03-26,2024-03-26,2024-03-26,2.1,CMD11997-P4D-1345377,TRUE
CMD11997,2024-03-26,2024-03-26,2024-03-26,1,CMD11997-P4D-1445377,TRUE
CMD11997,2024-03-26,2024-03-26,2024-03-26,1.1,CMD11997-P8D-1345377,TRUE
CMD11997,2024-03-26,2024-03-26,2024-03-26,0.6,CMD11997-P8D-1445377,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-27,1.8,CMD11997-P12B-1345378,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-27,2.2,CMD11997-P12B-1445378,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-27,1.4,CMD11997-P4D-1345378,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-27,1.1,CMD11997-P4D-1445378,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-27,1.7,CMD11997-P8D-1345378,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-27,2.1,CMD11997-P8D-1445378,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-28,1.3,CMD11997-P12B-1345379,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-28,2,CMD11997-P12B-1445379,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-28,1.8,CMD11997-P4D-1345379,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-28,2.3,CMD11997-P4D-1445379,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-28,2.4,CMD11997-P8D-1345379,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-28,1.8,CMD11997-P8D-1445379,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-29,2.3,CMD11997-P12B-1345380,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-29,1.3,CMD11997-P12B-1445380,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-29,1.4,CMD11997-P4D-1345380,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-29,2.3,CMD11997-P4D-1445380,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-29,1.8,CMD11997-P8D-1345380,TRUE
CMD11997,2024-03-27,2024-04-03,2024-03-29,1.3,CMD11997-P8D-1445380,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-01,1.9,CMD11997-P12B-1345383,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-01,2,CMD11997-P12B-1445383,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-01,2,CMD11997-P4D-1345383,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-01,0.6,CMD11997-P4D-1445383,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-01,0.6,CMD11997-P8D-1345383,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-01,1,CMD11997-P8D-1445383,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-02,2.2,CMD11997-P12B-1345384,TRUE
CMD11997,2024-04-02,2024-04-02,2024-04-02,2.2,CMD11997-P12B-1345384,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-02,1.5,CMD11997-P12B-1445384,TRUE
CMD11997,2024-04-02,2024-04-02,2024-04-02,1.5,CMD11997-P12B-1445384,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-02,1.3,CMD11997-P4D-1345384,TRUE
CMD11997,2024-04-02,2024-04-02,2024-04-02,1.3,CMD11997-P4D-1345384,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-02,1.8,CMD11997-P4D-1445384,TRUE
CMD11997,2024-04-02,2024-04-02,2024-04-02,1.8,CMD11997-P4D-1445384,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-02,1.3,CMD11997-P8D-1345384,TRUE
CMD11997,2024-04-02,2024-04-02,2024-04-02,1.3,CMD11997-P8D-1345384,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-02,1.9,CMD11997-P8D-1445384,TRUE
CMD11997,2024-04-02,2024-04-02,2024-04-02,1.9,CMD11997-P8D-1445384,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-03,1.5,CMD11997-P12B-1345385,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-03,1.7,CMD11997-P12B-1445385,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-03,0.9,CMD11997-P4D-1345385,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-03,2.4,CMD11997-P4D-1445385,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-03,1.8,CMD11997-P8D-1345385,TRUE
CMD11997,2024-03-27,2024-04-03,2024-04-03,1.9,CMD11997-P8D-1445385,TRUE
CMD11997,2024-05-06,2024-05-06,2024-05-06,1.8,CMD11997-P12B-1345418,TRUE
CMD11997,2024-05-06,2024-05-06,2024-05-06,0.9,CMD11997-P12B-1445418,TRUE
CMD11997,2024-05-06,2024-05-06,2024-05-06,2.3,CMD11997-P4D-1345418,TRUE
CMD11997,2024-05-06,2024-05-06,2024-05-06,2.5,CMD11997-P4D-1445418,TRUE
CMD11997,2024-05-06,2024-05-06,2024-05-06,0.8,CMD11997-P8D-1345418,TRUE
CMD11997,2024-05-06,2024-05-06,2024-05-06,2.3,CMD11997-P8D-1445418,TRUE
CMD11997,2024-05-22,2024-05-22,2024-05-22,1.3,CMD11997-P12B-1345434,TRUE
CMD11997,2024-05-22,2024-05-22,2024-05-22,1.1,CMD11997-P12B-1445434,TRUE
CMD11997,2024-05-22,2024-05-22,2024-05-22,1.3,CMD11997-P4D-1345434,TRUE
CMD11997,2024-05-22,2024-05-22,2024-05-22,2.4,CMD11997-P4D-1445434,TRUE
CMD11997,2024-05-22,2024-05-22,2024-05-22,0.5,CMD11997-P8D-1345434,TRUE
CMD11997,2024-05-22,2024-05-22,2024-05-22,0.7,CMD11997-P8D-1445434,TRUE
CPB21993,2022-01-13,2022-01-13,2022-01-13,1.9,CPB21993-P2E-344574,TRUE
CPB21993,2022-01-13,2022-01-13,2022-01-13,2.1,CPB21993-P2E-444574,TRUE
CPB21993,2022-01-13,2022-01-13,2022-01-13,2.1,CPB21993-P4A-344574,TRUE
CPB21993,2022-01-13,2022-01-13,2022-01-13,1.7,CPB21993-P4A-444574,TRUE
CPB21993,2022-01-13,2022-01-13,2022-01-13,1.5,CPB21993-P5A-344574,TRUE
CPB21993,2022-01-13,2022-01-13,2022-01-13,1,CPB21993-P5A-444574,TRUE
CPB21993,2022-02-03,2022-02-03,2022-02-03,1.7,CPB21993-P2E-344595,TRUE
CPB21993,2022-02-03,2022-02-03,2022-02-03,2.3,CPB21993-P2E-444595,TRUE
CPB21993,2022-02-03,2022-02-03,2022-02-03,0.8,CPB21993-P4A-344595,TRUE
CPB21993,2022-02-03,2022-02-03,2022-02-03,1.5,CPB21993-P4A-444595,TRUE
CPB21993,2022-02-03,2022-02-03,2022-02-03,1.2,CPB21993-P5A-344595,TRUE
CPB21993,2022-02-03,2022-02-03,2022-02-03,2.3,CPB21993-P5A-444595,TRUE
CPB21993,2022-02-07,2022-02-07,2022-02-07,1.3,CPB21993-P2E-344599,TRUE
CPB21993,2022-02-07,2022-02-07,2022-02-07,1.8,CPB21993-P2E-444599,TRUE
CPB21993,2022-02-07,2022-02-07,2022-02-07,1.6,CPB21993-P4A-344599,TRUE
CPB21993,2022-02-07,2022-02-07,2022-02-07,2.4,CPB21993-P4A-444599,TRUE
CPB21993,2022-02-07,2022-02-07,2022-02-07,1.5,CPB21993-P5A-344599,TRUE
CPB21993,2022-02-07,2022-02-07,2022-02-07,1.5,CPB21993-P5A-444599,TRUE
CPB21993,2022-02-10,2022-02-10,2022-02-10,2.5,CPB21993-P2E-344602,TRUE
CPB21993,2022-02-10,2022-02-10,2022-02-10,2.2,CPB21993-P2E-444602,TRUE
CPB21993,2022-02-10,2022-02-10,2022-02-10,0.9,CPB21993-P4A-344602,TRUE
CPB21993,2022-02-10,2022-02-10,2022-02-10,1.6,CPB21993-P4A-444602,TRUE
CPB21993,2022-02-10,2022-02-10,2022-02-10,1.2,CPB21993-P5A-344602,TRUE
CPB21993,2022-02-10,2022-02-10,2022-02-10,2.2,CPB21993-P5A-444602,TRUE
CPB21993,2022-02-17,2022-02-17,2022-02-17,0.9,CPB21993-P2E-344609,TRUE
CPB21993,2022-02-17,2022-02-17,2022-02-17,2.5,CPB21993-P2E-444609,TRUE
CPB21993,2022-02-17,2022-02-17,2022-02-17,2,CPB21993-P4A-344609,TRUE
CPB21993,2022-02-17,2022-02-17,2022-02-17,1.4,CPB21993-P4A-444609,TRUE
CPB21993,2022-02-17,2022-02-17,2022-02-17,2.2,CPB21993-P5A-344609,TRUE
CPB21993,2022-02-17,2022-02-17,2022-02-17,1.5,CPB21993-P5A-444609,TRUE
CPB21993,2022-02-24,2022-02-24,2022-02-24,1,CPB21993-P2E-344616,TRUE
CPB21993,2022-02-24,2022-02-24,2022-02-24,2.3,CPB21993-P2E-444616,TRUE
CPB21993,2022-02-24,2022-02-24,2022-02-24,0.7,CPB21993-P4A-344616,TRUE
CPB21993,2022-02-24,2022-02-24,2022-02-24,1.1,CPB21993-P4A-444616,TRUE
CPB21993,2022-02-24,2022-02-24,2022-02-24,1,CPB21993-P5A-344616,TRUE
CPB21993,2022-02-24,2022-02-24,2022-02-24,1.4,CPB21993-P5A-444616,TRUE
CPB21993,2022-02-25,2022-02-25,2022-02-25,0.8,CPB21993-P2E-344617,TRUE
CPB21993,2022-02-25,2022-02-25,2022-02-25,1.8,CPB21993-P2E-444617,TRUE
CPB21993,2022-02-25,2022-02-25,2022-02-25,2,CPB21993-P4A-344617,TRUE
CPB21993,2022-02-25,2022-02-25,2022-02-25,2.1,CPB21993-P4A-444617,TRUE
CPB21993,2022-02-25,2022-02-25,2022-02-25,1.4,CPB21993-P5A-344617,TRUE
CPB21993,2022-02-25,2022-02-25,2022-02-25,2.4,CPB21993-P5A-444617,TRUE
CPB21993,2022-03-09,2022-03-09,2022-03-09,1.2,CPB21993-P2E-344629,TRUE
CPB21993,2022-03-09,2022-03-09,2022-03-09,1.6,CPB21993-P2E-444629,TRUE
CPB21993,2022-03-09,2022-03-09,2022-03-09,2.4,CPB21993-P4A-344629,TRUE
