LeaveID,EmployeeLeave,TypeLeave,DayLeave,StartDateLeave,EndDateLeave
,HBR21995,Annual,1,"Monday, 10 January 2022","Monday, 10 January 2022"
,HBR21995,Annual,1,"Wednesday, 22 June 2022","Wednesday, 22 June 2022"
,HBR21995,Sick,5,"Wednesday, 23 November 2022","Tuesday, 29 November 2022"
,HBR21995,Sick,3,"Friday, 2 September 2022","Tuesday, 6 September 2022"
,HBR21995,Sick,3,"Wednesday, 13 April 2022","Friday, 15 April 2022"
,HBR21995,Public Holiday,1,"Thursday, 17 February 2022","Thursday, 17 February 2022"
,HBR21995,Public Holiday,1,"Monday, 4 July 2022","Monday, 4 July 2022"
,HBR21995,Public Holiday,1,"Tuesday, 5 July 2022","Tuesday, 5 July 2022"
,HBR21995,Public Holiday,1,"Thursday, 1 December 2022","Thursday, 1 December 2022"
,HBR21995,Public Holiday,1,"Friday, 2 December 2022","Friday, 2 December 2022"
,HBR21995,Public Holiday,1,"Monday, 5 December 2022","Monday, 5 December 2022"
,HBR21995,Public Holiday,1,"Tuesday, 6 December 2022","Tuesday, 6 December 2022"
,HBR21995,Public Holiday,1,"Wednesday, 7 December 2022","Wednesday, 7 December 2022"
,HBR21995,Public Holiday,1,"Thursday, 8 December 2022","Thursday, 8 December 2022"
,HBR21995,Public Holiday,1,"Friday, 9 December 2022","Friday, 9 December 2022"
,HBR21995,Unpaid,1,"Monday, 2 May 2022","Monday, 2 May 2022"
,HBR21995,Unpaid,1,"Monday, 1 August 2022","Monday, 1 August 2022"
,HBR31995,Annual,1,"Tuesday, 26 September 2023","Tuesday, 26 September 2023"
,HBR31995,Annual,1,"Monday, 17 April 2023","Monday, 17 April 2023"
,HBR31995,Annual,1,"Friday, 7 July 2023","Friday, 7 July 2023"
,HBR31995,Annual,1,"Friday, 1 September 2023","Friday, 1 September 2023"
,HBR31995,Annual,1,"Wednesday, 8 February 2023","Wednesday, 8 February 2023"
,HBR31995,Annual,1,"Friday, 27 October 2023","Friday, 27 October 2023"
,HBR31995,Annual,1,"Friday, 12 May 2023","Friday, 12 May 2023"
,HBR31995,Annual,1,"Wednesday, 12 April 2023","Wednesday, 12 April 2023"
,HBR31995,Annual,1,"Wednesday, 31 May 2023","Wednesday, 31 May 2023"
,HBR31995,Annual,1,"Thursday, 24 August 2023","Thursday, 24 August 2023"
,HBR31995,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,HBR31995,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,HBR31995,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,HBR31995,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,HBR31995,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,HBR31995,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,HBR31995,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,HBR31995,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,HBR31995,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,HBR31995,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,HBR31995,Unpaid,1,"Thursday, 21 December 2023","Thursday, 21 December 2023"
,HBR31995,Unpaid,3,"Wednesday, 6 September 2023","Friday, 8 September 2023"
,HBR31995,Unpaid,1,"Monday, 26 June 2023","Monday, 26 June 2023"
,HBR31995,Unpaid,1,"Friday, 26 May 2023","Friday, 26 May 2023"
,HBR31995,Unpaid,3,"Thursday, 14 December 2023","Monday, 18 December 2023"
,HBR41995,Annual,1,"Friday, 1 March 2024","Friday, 1 March 2024"
,HBR41995,Annual,1,"Thursday, 21 March 2024","Thursday, 21 March 2024"
,HBR41995,Annual,1,"Monday, 8 January 2024","Monday, 8 January 2024"
,HBR41995,Annual,1,"Monday, 4 March 2024","Monday, 4 March 2024"
,HBR41995,Annual,1,"Tuesday, 20 February 2024","Tuesday, 20 February 2024"
,HBR41995,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,HBR41995,Unpaid,3,"Wednesday, 1 May 2024","Friday, 3 May 2024"
,HBR41995,Unpaid,2,"Friday, 12 January 2024","Monday, 15 January 2024"
,HBR41995,Unpaid,2,"Thursday, 15 February 2024","Friday, 16 February 2024"
,HLF11994,Annual,1,"Thursday, 2 May 2024","Thursday, 2 May 2024"
,HLF11994,Annual,1,"Thursday, 4 April 2024","Thursday, 4 April 2024"
,HLF11994,Annual,1,"Wednesday, 28 February 2024","Wednesday, 28 February 2024"
,HLF11994,Annual,1,"Thursday, 18 January 2024","Thursday, 18 January 2024"
,HLF11994,Annual,1,"Monday, 15 January 2024","Monday, 15 January 2024"
,HLF11994,Sick,4,"Wednesday, 15 May 2024","Monday, 20 May 2024"
,HLF11994,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,IVJ12002,Annual,1,"Monday, 8 April 2024","Monday, 8 April 2024"
,IVJ12002,Annual,1,"Tuesday, 2 January 2024","Tuesday, 2 January 2024"
,IVJ12002,Annual,1,"Wednesday, 6 March 2024","Wednesday, 6 March 2024"
,IVJ12002,Sick,3,"Thursday, 9 May 2024","Monday, 13 May 2024"
,IVJ12002,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,IVJ12002,Unpaid,1,"Thursday, 25 April 2024","Thursday, 25 April 2024"
,IVJ12002,Unpaid,2,"Thursday, 21 March 2024","Friday, 22 March 2024"
,IVJ12002,Unpaid,3,"Tuesday, 20 February 2024","Thursday, 22 February 2024"
,JBP11986,Annual,1,"Friday, 16 February 2024","Friday, 16 February 2024"
,JBP11986,Annual,1,"Tuesday, 14 May 2024","Tuesday, 14 May 2024"
,JBP11986,Annual,1,"Friday, 17 May 2024","Friday, 17 May 2024"
,JBP11986,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,JDA11988,Annual,1,"Monday, 17 October 2022","Monday, 17 October 2022"
,JDA11988,Annual,1,"Wednesday, 10 August 2022","Wednesday, 10 August 2022"
,JDA11988,Annual,1,"Wednesday, 19 October 2022","Wednesday, 19 October 2022"
,JDA11988,Annual,1,"Thursday, 28 July 2022","Thursday, 28 July 2022"
,JDA11988,Annual,1,"Wednesday, 30 March 2022","Wednesday, 30 March 2022"
,JDA11988,Annual,1,"Tuesday, 14 June 2022","Tuesday, 14 June 2022"
,JDA11988,Annual,1,"Monday, 4 April 2022","Monday, 4 April 2022"
,JDA11988,Annual,1,"Tuesday, 19 July 2022","Tuesday, 19 July 2022"
,JDA11988,Sick,4,"Tuesday, 24 May 2022","Friday, 27 May 2022"
,JDA11988,Sick,5,"Thursday, 24 February 2022","Wednesday, 2 March 2022"
,JDA11988,Public Holiday,1,"Thursday, 17 February 2022","Thursday, 17 February 2022"
,JDA11988,Public Holiday,1,"Friday, 1 July 2022","Friday, 1 July 2022"
,JDA11988,Public Holiday,1,"Monday, 4 July 2022","Monday, 4 July 2022"
,JDA11988,Public Holiday,1,"Tuesday, 5 July 2022","Tuesday, 5 July 2022"
,JDA11988,Public Holiday,1,"Thursday, 1 December 2022","Thursday, 1 December 2022"
,JDA11988,Public Holiday,1,"Friday, 2 December 2022","Friday, 2 December 2022"
,JDA11988,Public Holiday,1,"Monday, 5 December 2022","Monday, 5 December 2022"
,JDA11988,Public Holiday,1,"Wednesday, 7 December 2022","Wednesday, 7 December 2022"
,JDA11988,Public Holiday,1,"Thursday, 8 December 2022","Thursday, 8 December 2022"
,JDA11988,Unpaid,2,"Friday, 12 August 2022","Monday, 15 August 2022"
,JDA21988,Annual,1,"Thursday, 30 March 2023","Thursday, 30 March 2023"
,JDA21988,Annual,1,"Friday, 24 March 2023","Friday, 24 March 2023"
,JDA21988,Annual,1,"Tuesday, 7 March 2023","Tuesday, 7 March 2023"
,JDA21988,Annual,1,"Wednesday, 26 April 2023","Wednesday, 26 April 2023"
,JDA21988,Annual,1,"Thursday, 21 December 2023","Thursday, 21 December 2023"
,JDA21988,Annual,1,"Friday, 22 September 2023","Friday, 22 September 2023"
,JDA21988,Annual,1,"Tuesday, 7 November 2023","Tuesday, 7 November 2023"
,JDA21988,Annual,1,"Thursday, 16 February 2023","Thursday, 16 February 2023"
,JDA21988,Annual,1,"Wednesday, 10 May 2023","Wednesday, 10 May 2023"
,JDA21988,Sick,2,"Friday, 10 March 2023","Monday, 13 March 2023"
,JDA21988,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,JDA21988,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,JDA21988,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,JDA21988,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,JDA21988,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,JDA21988,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,JDA21988,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,JDA21988,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,JDA21988,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,JDA31988,Annual,1,"Monday, 1 January 2024","Monday, 1 January 2024"
,JDA31988,Annual,1,"Thursday, 21 March 2024","Thursday, 21 March 2024"
,JDA31988,Annual,1,"Monday, 8 January 2024","Monday, 8 January 2024"
,JDA31988,Annual,1,"Friday, 26 January 2024","Friday, 26 January 2024"
,JDA31988,Annual,1,"Monday, 6 May 2024","Monday, 6 May 2024"
,JDA31988,Sick,5,"Friday, 10 May 2024","Thursday, 16 May 2024"
,JDA31988,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,JDB11980,Annual,1,"Tuesday, 7 September 2021","Tuesday, 7 September 2021"
,JDB11980,Annual,1,"Monday, 1 March 2021","Monday, 1 March 2021"
,JDB11980,Annual,1,"Thursday, 5 August 2021","Thursday, 5 August 2021"
,JDB11980,Annual,1,"Thursday, 18 March 2021","Thursday, 18 March 2021"
,JDB11980,Annual,1,"Monday, 2 August 2021","Monday, 2 August 2021"
,JDB11980,Annual,1,"Wednesday, 6 October 2021","Wednesday, 6 October 2021"
,JDB11980,Annual,1,"Tuesday, 16 February 2021","Tuesday, 16 February 2021"
,JDB11980,Annual,1,"Tuesday, 23 November 2021","Tuesday, 23 November 2021"
,JDB11980,Annual,1,"Thursday, 7 October 2021","Thursday, 7 October 2021"
,JDB11980,Annual,1,"Friday, 19 February 2021","Friday, 19 February 2021"
,JDB11980,Annual,1,"Thursday, 27 May 2021","Thursday, 27 May 2021"
,JDB11980,Sick,5,"Wednesday, 18 August 2021","Tuesday, 24 August 2021"
,JDB11980,Public Holiday,1,"Wednesday, 17 February 2021","Wednesday, 17 February 2021"
,JDB11980,Public Holiday,1,"Thursday, 1 July 2021","Thursday, 1 July 2021"
,JDB11980,Public Holiday,1,"Friday, 2 July 2021","Friday, 2 July 2021"
,JDB11980,Public Holiday,1,"Monday, 5 July 2021","Monday, 5 July 2021"
,JDB11980,Public Holiday,1,"Wednesday, 1 December 2021","Wednesday, 1 December 2021"
,JDB11980,Public Holiday,1,"Thursday, 2 December 2021","Thursday, 2 December 2021"
,JDB11980,Public Holiday,1,"Friday, 3 December 2021","Friday, 3 December 2021"
,JDB11980,Public Holiday,1,"Monday, 6 December 2021","Monday, 6 December 2021"
,JDB11980,Public Holiday,1,"Tuesday, 7 December 2021","Tuesday, 7 December 2021"
,JDB11980,Public Holiday,1,"Wednesday, 8 December 2021","Wednesday, 8 December 2021"
,JDB11980,Public Holiday,1,"Thursday, 9 December 2021","Thursday, 9 December 2021"
,JDB11980,Public Holiday,1,"Friday, 10 December 2021","Friday, 10 December 2021"
,JDB11980,Unpaid,1,"Friday, 19 November 2021","Friday, 19 November 2021"
,JDB11980,Unpaid,1,"Tuesday, 31 August 2021","Tuesday, 31 August 2021"
,JDB11980,Unpaid,2,"Friday, 14 May 2021","Monday, 17 May 2021"
,JDB21980,Annual,1,"Wednesday, 26 January 2022","Wednesday, 26 January 2022"
,JDB21980,Annual,1,"Monday, 26 September 2022","Monday, 26 September 2022"
,JDB21980,Annual,1,"Thursday, 6 January 2022","Thursday, 6 January 2022"
,JDB21980,Annual,1,"Tuesday, 12 July 2022","Tuesday, 12 July 2022"
,JDB21980,Annual,1,"Friday, 25 February 2022","Friday, 25 February 2022"
,JDB21980,Annual,1,"Tuesday, 11 October 2022","Tuesday, 11 October 2022"
,JDB21980,Annual,1,"Thursday, 24 November 2022","Thursday, 24 November 2022"
,JDB21980,Annual,1,"Monday, 21 February 2022","Monday, 21 February 2022"
,JDB21980,Annual,1,"Wednesday, 2 November 2022","Wednesday, 2 November 2022"
,JDB21980,Annual,1,"Wednesday, 27 July 2022","Wednesday, 27 July 2022"
,JDB21980,Annual,1,"Monday, 2 May 2022","Monday, 2 May 2022"
,JDB21980,Public Holiday,1,"Thursday, 17 February 2022","Thursday, 17 February 2022"
,JDB21980,Public Holiday,1,"Friday, 1 July 2022","Friday, 1 July 2022"
,JDB21980,Public Holiday,1,"Monday, 4 July 2022","Monday, 4 July 2022"
,JDB21980,Public Holiday,1,"Tuesday, 5 July 2022","Tuesday, 5 July 2022"
,JDB21980,Public Holiday,1,"Thursday, 1 December 2022","Thursday, 1 December 2022"
,JDB21980,Public Holiday,1,"Friday, 2 December 2022","Friday, 2 December 2022"
,JDB21980,Public Holiday,1,"Tuesday, 6 December 2022","Tuesday, 6 December 2022"
,JDB21980,Public Holiday,1,"Wednesday, 7 December 2022","Wednesday, 7 December 2022"
,JDB21980,Public Holiday,1,"Thursday, 8 December 2022","Thursday, 8 December 2022"
,JDB21980,Public Holiday,1,"Friday, 9 December 2022","Friday, 9 December 2022"
,JDB31980,Annual,1,"Friday, 3 March 2023","Friday, 3 March 2023"
,JDB31980,Annual,1,"Tuesday, 3 October 2023","Tuesday, 3 October 2023"
,JDB31980,Annual,1,"Tuesday, 28 November 2023","Tuesday, 28 November 2023"
,JDB31980,Annual,1,"Thursday, 20 July 2023","Thursday, 20 July 2023"
,JDB31980,Annual,1,"Wednesday, 17 May 2023","Wednesday, 17 May 2023"
,JDB31980,Annual,1,"Wednesday, 24 May 2023","Wednesday, 24 May 2023"
,JDB31980,Annual,1,"Tuesday, 29 August 2023","Tuesday, 29 August 2023"
,JDB31980,Annual,1,"Monday, 13 February 2023","Monday, 13 February 2023"
,JDB31980,Annual,1,"Thursday, 29 June 2023","Thursday, 29 June 2023"
,JDB31980,Annual,1,"Thursday, 25 May 2023","Thursday, 25 May 2023"
,JDB31980,Annual,1,"Thursday, 7 September 2023","Thursday, 7 September 2023"
,JDB31980,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,JDB31980,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,JDB31980,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,JDB31980,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,JDB31980,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,JDB31980,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,JDB31980,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,JDB31980,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,JDB31980,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,JDB31980,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,JDB31980,Unpaid,1,"Wednesday, 1 March 2023","Wednesday, 1 March 2023"
,JDB31980,Unpaid,2,"Friday, 16 June 2023","Monday, 19 June 2023"
,JDB31980,Unpaid,2,"Tuesday, 22 August 2023","Wednesday, 23 August 2023"
,JDB31980,Unpaid,3,"Wednesday, 20 September 2023","Friday, 22 September 2023"
,JDB41980,Annual,1,"Tuesday, 9 January 2024","Tuesday, 9 January 2024"
,JDB41980,Annual,1,"Friday, 19 January 2024","Friday, 19 January 2024"
,JDB41980,Annual,1,"Friday, 5 April 2024","Friday, 5 April 2024"
,JDB41980,Annual,1,"Thursday, 28 March 2024","Thursday, 28 March 2024"
,JDB41980,Annual,1,"Thursday, 4 January 2024","Thursday, 4 January 2024"
,JDB41980,Sick,4,"Monday, 13 May 2024","Thursday, 16 May 2024"
,JDB41980,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,JDB41980,Unpaid,2,"Tuesday, 20 February 2024","Wednesday, 21 February 2024"
,JDB41980,Unpaid,3,"Monday, 27 May 2024","Wednesday, 29 May 2024"
,JDB41980,Unpaid,2,"Monday, 1 April 2024","Tuesday, 2 April 2024"
,JDN11985,Annual,1,"Friday, 12 April 2024","Friday, 12 April 2024"
,JDN11985,Annual,1,"Wednesday, 10 January 2024","Wednesday, 10 January 2024"
,JDN11985,Annual,1,"Friday, 23 February 2024","Friday, 23 February 2024"
,JDN11985,Annual,1,"Tuesday, 20 February 2024","Tuesday, 20 February 2024"
,JDN11985,Annual,1,"Monday, 15 April 2024","Monday, 15 April 2024"
,JDN11985,Sick,3,"Thursday, 28 March 2024","Monday, 1 April 2024"
,JDN11985,Sick,3,"Tuesday, 16 January 2024","Thursday, 18 January 2024"
,JDN11985,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,JHL11997,Annual,1,"Tuesday, 14 May 2024","Tuesday, 14 May 2024"
,JHL11997,Annual,1,"Tuesday, 23 January 2024","Tuesday, 23 January 2024"
,JHL11997,Annual,1,"Friday, 9 February 2024","Friday, 9 February 2024"
,JHL11997,Annual,1,"Monday, 8 January 2024","Monday, 8 January 2024"
,JHL11997,Annual,1,"Monday, 20 May 2024","Monday, 20 May 2024"
,JHL11997,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,JHL11997,Unpaid,3,"Tuesday, 27 February 2024","Thursday, 29 February 2024"
,JHL11997,Unpaid,1,"Wednesday, 17 January 2024","Wednesday, 17 January 2024"
,JRK11998,Annual,1,"Monday, 9 January 2023","Monday, 9 January 2023"
,JRK11998,Annual,1,"Wednesday, 20 September 2023","Wednesday, 20 September 2023"
,JRK11998,Annual,1,"Tuesday, 19 September 2023","Tuesday, 19 September 2023"
,JRK11998,Annual,1,"Tuesday, 17 January 2023","Tuesday, 17 January 2023"
,JRK11998,Annual,1,"Friday, 29 December 2023","Friday, 29 December 2023"
,JRK11998,Annual,1,"Friday, 27 January 2023","Friday, 27 January 2023"
,JRK11998,Annual,1,"Thursday, 2 November 2023","Thursday, 2 November 2023"
,JRK11998,Sick,5,"Monday, 27 March 2023","Friday, 31 March 2023"
,JRK11998,Sick,4,"Friday, 1 September 2023","Wednesday, 6 September 2023"
,JRK11998,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,JRK11998,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,JRK11998,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,JRK11998,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,JRK11998,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,JRK11998,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,JRK11998,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,JRK11998,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,JRK11998,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,JRK11998,Unpaid,2,"Thursday, 16 February 2023","Friday, 17 February 2023"
,JRK11998,Unpaid,1,"Thursday, 19 October 2023","Thursday, 19 October 2023"
,JRK11998,Unpaid,2,"Monday, 9 October 2023","Tuesday, 10 October 2023"
,JRK11998,Unpaid,1,"Wednesday, 11 October 2023","Wednesday, 11 October 2023"
,JRK11998,Unpaid,1,"Tuesday, 13 June 2023","Tuesday, 13 June 2023"
,JRK21998,Annual,1,"Friday, 5 January 2024","Friday, 5 January 2024"
,JRK21998,Annual,1,"Friday, 8 March 2024","Friday, 8 March 2024"
,JRK21998,Annual,1,"Thursday, 11 January 2024","Thursday, 11 January 2024"
,JRK21998,Annual,1,"Tuesday, 5 March 2024","Tuesday, 5 March 2024"
,JRK21998,Sick,2,"Wednesday, 27 March 2024","Thursday, 28 March 2024"
,JRK21998,Sick,4,"Friday, 15 March 2024","Wednesday, 20 March 2024"
,JRK21998,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,KAG11994,Annual,1,"Thursday, 10 June 2021","Thursday, 10 June 2021"
,KAG11994,Annual,1,"Tuesday, 11 May 2021","Tuesday, 11 May 2021"
,KAG11994,Annual,1,"Tuesday, 24 August 2021","Tuesday, 24 August 2021"
,KAG11994,Annual,1,"Friday, 12 February 2021","Friday, 12 February 2021"
,KAG11994,Annual,1,"Tuesday, 25 May 2021","Tuesday, 25 May 2021"
,KAG11994,Annual,1,"Wednesday, 10 November 2021","Wednesday, 10 November 2021"
,KAG11994,Annual,1,"Tuesday, 27 April 2021","Tuesday, 27 April 2021"
,KAG11994,Annual,1,"Monday, 4 January 2021","Monday, 4 January 2021"
,KAG11994,Annual,1,"Thursday, 16 September 2021","Thursday, 16 September 2021"
,KAG11994,Annual,1,"Tuesday, 16 November 2021","Tuesday, 16 November 2021"
,KAG11994,Sick,5,"Monday, 27 September 2021","Friday, 1 October 2021"
,KAG11994,Sick,3,"Monday, 1 March 2021","Wednesday, 3 March 2021"
,KAG11994,Sick,2,"Thursday, 22 April 2021","Friday, 23 April 2021"
,KAG11994,Public Holiday,1,"Wednesday, 17 February 2021","Wednesday, 17 February 2021"
,KAG11994,Public Holiday,1,"Thursday, 1 July 2021","Thursday, 1 July 2021"
,KAG11994,Public Holiday,1,"Friday, 2 July 2021","Friday, 2 July 2021"
,KAG11994,Public Holiday,1,"Monday, 5 July 2021","Monday, 5 July 2021"
,KAG11994,Public Holiday,1,"Wednesday, 1 December 2021","Wednesday, 1 December 2021"
,KAG11994,Public Holiday,1,"Thursday, 2 December 2021","Thursday, 2 December 2021"
,KAG11994,Public Holiday,1,"Friday, 3 December 2021","Friday, 3 December 2021"
,KAG11994,Public Holiday,1,"Monday, 6 December 2021","Monday, 6 December 2021"
,KAG11994,Public Holiday,1,"Tuesday, 7 December 2021","Tuesday, 7 December 2021"
,KAG11994,Public Holiday,1,"Wednesday, 8 December 2021","Wednesday, 8 December 2021"
,KAG11994,Public Holiday,1,"Thursday, 9 December 2021","Thursday, 9 December 2021"
,KAG11994,Public Holiday,1,"Friday, 10 December 2021","Friday, 10 December 2021"
,KAG11994,Unpaid,1,"Monday, 19 April 2021","Monday, 19 April 2021"
,KAG21994,Annual,1,"Tuesday, 6 September 2022","Tuesday, 6 September 2022"
,KAG21994,Annual,1,"Monday, 25 April 2022","Monday, 25 April 2022"
,KAG21994,Annual,1,"Friday, 11 November 2022","Friday, 11 November 2022"
,KAG21994,Annual,1,"Friday, 5 August 2022","Friday, 5 August 2022"
,KAG21994,Annual,1,"Wednesday, 26 October 2022","Wednesday, 26 October 2022"
,KAG21994,Annual,1,"Friday, 9 September 2022","Friday, 9 September 2022"
,KAG21994,Annual,1,"Wednesday, 15 June 2022","Wednesday, 15 June 2022"
,KAG21994,Annual,1,"Tuesday, 25 October 2022","Tuesday, 25 October 2022"
,KAG21994,Annual,1,"Monday, 3 October 2022","Monday, 3 October 2022"
,KAG21994,Annual,1,"Wednesday, 4 May 2022","Wednesday, 4 May 2022"
,KAG21994,Annual,1,"Monday, 11 April 2022","Monday, 11 April 2022"
,KAG21994,Annual,1,"Tuesday, 3 May 2022","Tuesday, 3 May 2022"
,KAG21994,Sick,2,"Friday, 21 January 2022","Monday, 24 January 2022"
,KAG21994,Sick,5,"Monday, 21 March 2022","Friday, 25 March 2022"
,KAG21994,Public Holiday,1,"Thursday, 17 February 2022","Thursday, 17 February 2022"
,KAG21994,Public Holiday,1,"Friday, 1 July 2022","Friday, 1 July 2022"
,KAG21994,Public Holiday,1,"Monday, 4 July 2022","Monday, 4 July 2022"
,KAG21994,Public Holiday,1,"Tuesday, 5 July 2022","Tuesday, 5 July 2022"
,KAG21994,Public Holiday,1,"Thursday, 1 December 2022","Thursday, 1 December 2022"
,KAG21994,Public Holiday,1,"Friday, 2 December 2022","Friday, 2 December 2022"
,KAG21994,Public Holiday,1,"Monday, 5 December 2022","Monday, 5 December 2022"
,KAG21994,Public Holiday,1,"Tuesday, 6 December 2022","Tuesday, 6 December 2022"
,KAG21994,Unpaid,1,"Monday, 14 November 2022","Monday, 14 November 2022"
,KAG31994,Annual,1,"Monday, 10 April 2023","Monday, 10 April 2023"
,KAG31994,Annual,1,"Wednesday, 5 April 2023","Wednesday, 5 April 2023"
,KAG31994,Annual,1,"Thursday, 9 March 2023","Thursday, 9 March 2023"
,KAG31994,Annual,1,"Monday, 14 August 2023","Monday, 14 August 2023"
,KAG31994,Annual,1,"Tuesday, 26 December 2023","Tuesday, 26 December 2023"
,KAG31994,Annual,1,"Friday, 31 March 2023","Friday, 31 March 2023"
,KAG31994,Annual,1,"Monday, 7 August 2023","Monday, 7 August 2023"
,KAG31994,Annual,1,"Wednesday, 4 January 2023","Wednesday, 4 January 2023"
,KAG31994,Annual,1,"Thursday, 31 August 2023","Thursday, 31 August 2023"
,KAG31994,Annual,1,"Monday, 27 March 2023","Monday, 27 March 2023"
,KAG31994,Annual,1,"Monday, 23 January 2023","Monday, 23 January 2023"
,KAG31994,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,KAG31994,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,KAG31994,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,KAG31994,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,KAG31994,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,KAG31994,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,KAG31994,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,KAG31994,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,KAG31994,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,KAG31994,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,KAG41994,Annual,1,"Friday, 26 April 2024","Friday, 26 April 2024"
,KAG41994,Annual,1,"Monday, 22 April 2024","Monday, 22 April 2024"
,KAG41994,Annual,1,"Thursday, 22 February 2024","Thursday, 22 February 2024"
,KAG41994,Annual,1,"Tuesday, 30 April 2024","Tuesday, 30 April 2024"
,KAG41994,Annual,1,"Wednesday, 22 May 2024","Wednesday, 22 May 2024"
,KAG41994,Sick,5,"Wednesday, 6 March 2024","Tuesday, 12 March 2024"
,KAG41994,Sick,3,"Tuesday, 16 April 2024","Thursday, 18 April 2024"
,KAG41994,Sick,2,"Thursday, 8 February 2024","Friday, 9 February 2024"
,KAG41994,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,KGR11990,Annual,1,"Friday, 12 April 2024","Friday, 12 April 2024"
,KGR11990,Annual,1,"Tuesday, 2 January 2024","Tuesday, 2 January 2024"
,KGR11990,Sick,3,"Wednesday, 13 March 2024","Friday, 15 March 2024"
,KGR11990,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,KGR11990,Unpaid,2,"Tuesday, 20 February 2024","Wednesday, 21 February 2024"
,KGR11990,Unpaid,2,"Friday, 12 January 2024","Monday, 15 January 2024"
,KHC11990,Annual,1,"Friday, 28 July 2023","Friday, 28 July 2023"
